	GSM1525024		GSM1525025		GSM1525026		GSM1525027		GSM1525028		GSM1525029		GSM1525030		GSM1525031		
ID_REF 	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	
ILMN_2874507	2310.726	0	2189.361	0	2480.031	0	2251.357	0	4071.823	0	4517.227	0	5590.854	0	3892.724	0	
ILMN_2631003	50.23145	0.3107769	43.94482	0.60401	54.44429	0.3295739	52.81347	0.2343358	80.28203	0.2030075	87.57122	0.2092732	166.8514	0.1754386	126.6465	0.4423559	
ILMN_2620695	22406.65	0	22892.3	0	19894.09	0	22611.9	0	23268.97	0	20642.75	0	20856.38	0	21908.42	0	
ILMN_2855066	55.64479	0.1779449	49.77461	0.2844611	52.47162	0.414787	47.70128	0.4949875	84.10994	0.1867168	75.37695	0.3007519	115.9721	0.3233083	126.4141	0.443609	
ILMN_2819841	106.0736	0	78.54951	0.02130326	106.3636	0.002506266	88.48682	0.003759399	185.6067	0	134.0834	0.04010025	182.7006	0.1390978	163.9434	0.1766917	
ILMN_2661407	134.6369	0	130.1229	0	130.8932	0	108.1853	0	330.8864	0	368.0777	0	554.4722	0	416.0054	0	
ILMN_1249606	980.804	0	1016.253	0	772.207	0	839.3856	0	1516.293	0	1527.381	0	1975.619	0	1687.857	0	
ILMN_2851231	19770.54	0	19831.97	0	17698.89	0	18177.27	0	21241.25	0	21568.41	0	23215.55	0	22435.81	0	
ILMN_2744356	1481.566	0	1340.547	0	1448.547	0	1307.298	0	2328.911	0	2373.771	0	3443.731	0	1993.124	0	
ILMN_1249815	66.26402	0.05764411	61.13743	0.1002506	77.7646	0.02631579	68.55994	0.04636591	157.8488	0.007518797	201.69	0.006265664	309.4	0.02380952	180.716	0.112782	
ILMN_2964873	25752.36	0	25892.44	0	25608.26	0	26433.34	0	23223.25	0	22314.51	0	21279.79	0	20290.83	0	
ILMN_2924140	44.41066	0.650376	44.53572	0.5526316	47.0323	0.7443609	48.60244	0.424812	54.72197	0.7243108	58.79913	0.679198	69.4444	0.7869674	94.4711	0.8784461	
ILMN_2963625	73.08433	0.03634085	79.15132	0.02130326	88.21286	0.0112782	77.40005	0.01253133	130.4738	0.02130326	178.067	0.01002506	279.9352	0.03258145	220.7059	0.02255639	
ILMN_2949266	16238.64	0	16772.36	0	15395.99	0	16905.76	0	20991.45	0	23751.7	0	21350.87	0	22905.46	0	
ILMN_2590860	386.6842	0	383.0589	0	389.5338	0	410.5841	0	725.5069	0	731.5563	0	1054.46	0	687.0087	0	
ILMN_2726308	942.8635	0	918.8212	0	831.8014	0	958.8793	0	1629.082	0	1752.934	0	2522.797	0	1636.995	0	
ILMN_2754222	125.5143	0	121.2531	0	139.103	0	110.5406	0	167.09	0.002506266	143.5493	0.02255639	210.1972	0.09774436	149.532	0.2593985	
ILMN_1232428	712.637	0	498.1097	0	620.3566	0	593.9047	0	1298.156	0	1421.773	0	1960.574	0	1272.849	0	
ILMN_3007195	40.04195	0.9110276	43.09541	0.6528822	54.52152	0.3295739	45.67581	0.6904762	58.79149	0.5488722	49.86281	0.9799499	64.66251	0.8659148	94.50128	0.8784461	
ILMN_2675514	163.8043	0	130.0836	0	142.2073	0	140.8976	0	392.2318	0	446.7177	0	636.5889	0	452.4937	0	
ILMN_2669460	53.22409	0.2205514	46.28775	0.4636591	51.644	0.4686717	47.21013	0.537594	50.92315	0.8834587	64.59837	0.4837093	81.92271	0.5776942	107.1203	0.697995	
ILMN_2776876	98.91193	0.003759399	80.16965	0.01754386	84.90262	0.01629073	91.3387	0.003759399	160.6081	0.006265664	168.3136	0.0112782	266.1629	0.04010025	225.5203	0.01378446	
ILMN_1256682	254.3851	0	224.9794	0	279.1562	0	195.5708	0	466.8506	0	615.1411	0	848.9167	0	600.6061	0	
ILMN_3081402	64.98436	0.0651629	69.3256	0.04385965	61.9058	0.1528822	67.01566	0.05388471	118.997	0.03634085	130.239	0.04636591	131.1123	0.2769423	138.803	0.3358396	
ILMN_2643212	264.4916	0	202.4374	0	218.7992	0	212.0309	0	864.3991	0	665.2091	0	985.8198	0	735.5381	0	
ILMN_2968147	47.42333	0.4548872	47.61741	0.3847118	49.8256	0.5714286	46.05829	0.6528822	71.31799	0.2869674	101.4	0.1365915	131.4147	0.2769423	174.9777	0.1290727	
ILMN_2897617	4259.24	0	4707.423	0	4248.407	0	4453.968	0	9655.318	0	8430.967	0	10681.21	0	8867.613	0	
ILMN_2654791	22898.72	0	21472.02	0	18612.62	0	22777.22	0	24398.96	0	23298.79	0	22594.25	0	23193.51	0	
ILMN_2956159	13093.23	0	15787.16	0	13849.15	0	14195.75	0	20613.09	0	21567.19	0	21244.31	0	21610.23	0	
ILMN_2940017	9801.157	0	9921.014	0	9434.633	0	9396.792	0	13235.34	0	12847.1	0	14858.74	0	12679.93	0	
ILMN_2712642	9256.755	0	8707.744	0	9382.229	0	9528.801	0	12434.92	0	15894.81	0	16418.25	0	15161.94	0	
ILMN_2671517	4475.599	0	3835.709	0	3477.655	0	3628.128	0	6989.336	0	6407.481	0	9118.269	0	6207.977	0	
ILMN_2717621	143.241	0	108.875	0.001253133	119.774	0	113.1151	0	184.9617	0	225.3809	0	332.2687	0.01253133	264.3831	0.005012531	
ILMN_1227972	7714.724	0	6444.217	0	7028.374	0	7094.957	0	16196.21	0	15485.34	0	16292.38	0	15196.33	0	
ILMN_2754355	94.86739	0.005012531	67.18723	0.05513784	95.34261	0.006265664	72.76086	0.02882206	143.5768	0.01503759	142.8994	0.02506266	172.3146	0.1629073	177.4792	0.1240602	
ILMN_2862280	19807.03	0	19376.46	0	18729.58	0	18092.78	0	23524.43	0	21613.92	0	23733.81	0	22254.55	0	
ILMN_2699989	146.7738	0	124.5738	0	129.9602	0	128.5216	0	289.9547	0	312.3926	0	460.1774	0	294.8422	0.002506266	
ILMN_2946616	23216.99	0	17106.65	0	16527.69	0	15526.22	0	15576.43	0	15942.23	0	17817.74	0	14470.14	0	
ILMN_1240898	5850.398	0	6460.401	0	6031.031	0	6288.776	0	12165.21	0	13591.71	0	14669.18	0	14015.55	0	
ILMN_2990715	52.35948	0.2431078	57.48523	0.1328321	59.10588	0.197995	51.58335	0.273183	129.8967	0.02255639	143.9216	0.02255639	239.5336	0.06641604	179.1894	0.1177945	
ILMN_3126986	12041.32	0	13480.02	0	13372.32	0	13077.14	0	16774.74	0	19059.88	0	18595.1	0	19389.35	0	
ILMN_2625060	702.8074	0	541.4518	0	648.5877	0	547.2076	0	1264.407	0	1434.809	0	1745.202	0	1434.073	0	
ILMN_2887619	2060.412	0	1636.626	0	2834.612	0	1725.186	0	4351.313	0	3082.957	0	4524.922	0	3529.307	0	
ILMN_2794676	14642.18	0	13556.91	0	13359.13	0	13363.71	0	18735.72	0	17879.13	0	18437.37	0	16749.37	0	
ILMN_3046846	1260.953	0	850.0228	0	846.2602	0	737.6066	0	1998.527	0	1401.564	0	1999.12	0	1274.668	0	
ILMN_3122437	49.13153	0.3533835	51.56486	0.2305764	59.61289	0.1867168	48.15199	0.4649123	67.42818	0.3283208	70.87943	0.3446115	115.1595	0.3245614	122.7065	0.4874687	
ILMN_2624280	15355.8	0	13532.97	0	14165.26	0	14055.64	0	21442.88	0	20230.77	0	22738.13	0	20371.37	0	
ILMN_2637639	2880.384	0	2666.9	0	2869.923	0	2240.338	0	7051.794	0	6493.164	0	7973.591	0	7052.532	0	
ILMN_2594103	12021.11	0	9923.767	0	8529.477	0	9331.22	0	15027.31	0	14992.26	0	17029.78	0	15695.61	0	
ILMN_2733330	703.3967	0	608.7258	0	551.2093	0	648.0868	0	843.553	0	926.9343	0	1233.362	0	940.7492	0	
ILMN_2948086	16789.48	0	16554.23	0	14640.93	0	16223.9	0	21474.01	0	20142.74	0	22115.73	0	21283.47	0	
ILMN_2737090	565.0725	0	481.2928	0	471.2142	0	555.4561	0	868.4091	0	905.5062	0	1107.168	0	807.9643	0	
ILMN_2808946	1298.149	0	1183.237	0	1355.639	0	1143.585	0	3542.182	0	3787.51	0	5523.714	0	3866.099	0	
ILMN_2893077	6721.403	0	6541.083	0	5965.1	0	6192.723	0	8770.865	0	8760.295	0	10910.44	0	8233.459	0	
ILMN_2975718	943.5551	0	1075.79	0	1040.084	0	1108.47	0	1332.487	0	1924.386	0	2557.827	0	1686.306	0	
ILMN_2731080	466.0451	0	387.7278	0	317.4482	0	313.8992	0	471.4188	0	459.8506	0	711.7215	0	542.5236	0	
ILMN_2740764	442.7176	0	369.2327	0	359.8953	0	347.0332	0	1181.384	0	961.4237	0	1444.274	0	992.6121	0	
ILMN_1233577	231.9516	0	186.3862	0	162.2785	0	169.6333	0	231.0417	0	311.6632	0	375.1881	0.005012531	343.1663	0.001253133	
ILMN_2752748	47.25444	0.4674186	41.49195	0.7819549	47.89634	0.6954888	39.72704	0.9761904	53.12885	0.7907268	60.12626	0.6441103	74.50391	0.6942356	76.31544	0.9924812	
ILMN_1224495	43.90316	0.679198	45.32821	0.5100251	45.93427	0.8132832	48.60262	0.424812	52.57269	0.8145363	57.59995	0.735589	56.4472	0.9786968	87.19537	0.9448621	
ILMN_2866146	41.6053	0.8521304	39.46582	0.9035088	51.50599	0.4774436	47.70797	0.4937343	45.00334	0.9937344	54.60196	0.877193	67.40611	0.820802	86.45116	0.9536341	
ILMN_1243540	49.5352	0.3433584	50.9766	0.2431078	58.89182	0.2030075	53.26081	0.2305764	69.576	0.302005	87.49786	0.2105263	122.0406	0.2994987	158.3481	0.2105263	
ILMN_1235678	79.81504	0.01754386	76.81842	0.02380952	72.36575	0.04887218	103.389	0.001253133	299.6912	0	263.034	0	465.8448	0	318.3662	0.002506266	
ILMN_1222291	64.90561	0.0651629	63.88063	0.07393484	61.26082	0.1591479	69.40647	0.04511278	84.87087	0.1754386	146.1033	0.01879699	189.9103	0.1290727	188.685	0.08521304	
ILMN_2611256	62.92504	0.08270676	55.24395	0.1654135	72.13377	0.05137845	58.72636	0.131579	80.99118	0.2005012	94.15491	0.1766917	124.7554	0.2919799	130.8555	0.4072682	
ILMN_2727191	44.09085	0.6729323	43.06517	0.6578947	50.92801	0.5112782	47.07201	0.547619	52.8845	0.7982456	52.34122	0.9423559	63.85308	0.8759398	109.1644	0.6729323	
ILMN_2649333	43.68815	0.7005013	39.2668	0.906015	41.70793	0.9636592	44.63369	0.7656642	51.36129	0.8671679	54.68331	0.8746867	60.87563	0.9285714	92.11804	0.8997494	
ILMN_2916116	3302.571	0	2785.211	0	3165.719	0	2650.072	0	5291.935	0	5708.165	0	6992.62	0	5185.393	0	
ILMN_1234590	12546.88	0	12384.44	0	12209.37	0	11422.91	0	19573.09	0	18542.14	0	19622.45	0	19848.03	0	
ILMN_1377921	17653.88	0	16125.64	0	15045.73	0	16047.7	0	19658.31	0	19574.76	0	22328.64	0	19031.04	0	
ILMN_2643092	9813.895	0	8022.473	0	7411.52	0	8204.894	0	12654.24	0	11289.35	0	13108.32	0	11727.82	0	
ILMN_2727876	44.30409	0.6578947	38.97928	0.9223058	43.09642	0.9398496	44.27282	0.7932331	50.34456	0.9035088	64.85273	0.4761905	62.91484	0.8934837	106.9684	0.7042606	
ILMN_2607253	55.30517	0.1842105	63.03881	0.0802005	67.59346	0.0802005	66.70664	0.05639098	111.8537	0.04887218	107.5583	0.09649123	310.733	0.02255639	214.5038	0.03007519	
ILMN_2740559	49.67505	0.339599	44.34871	0.5701754	49.67768	0.5827067	47.83402	0.4862155	50.26718	0.9047619	63.36246	0.5200501	96.05904	0.4360902	127.3713	0.4348371	
ILMN_2667665	47.07713	0.481203	50.1451	0.2744361	57.75605	0.2343358	40.51785	0.9536341	68.75938	0.3070175	73.06655	0.3245614	184.5913	0.1365915	134.4675	0.3696742	
ILMN_2646123	75.23363	0.03383459	78.06278	0.02255639	74.62589	0.03884712	72.86008	0.02882206	108.6092	0.05639098	125.0742	0.05388471	152.9302	0.2067669	160.8686	0.197995	
ILMN_2762711	43.41789	0.7230576	42.76009	0.6867168	53.07951	0.3884712	45.78395	0.679198	51.83371	0.8421053	61.90005	0.5802005	71.79609	0.7431078	124.8385	0.4636591	
ILMN_2718974	660.1795	0	565.2386	0	532.2791	0	524.3038	0	708.3013	0	750.0386	0	986.3828	0	780.969	0	
ILMN_1223145	262.733	0	213.0919	0	183.4719	0	207.6724	0	541.954	0	528.3174	0	739.9084	0	535.0812	0	
ILMN_1219106	214.3916	0	263.6974	0	266.3263	0	294.0103	0	181.3945	0	323.3441	0	533.2515	0	373.9937	0	
ILMN_2757931	53.01486	0.2230576	53.58782	0.1879699	52.53131	0.4122807	47.90243	0.4761905	129.187	0.02756892	151.3204	0.01754386	214.8462	0.09022556	202.6663	0.05388471	
ILMN_2923671	53.88266	0.2030075	48.71661	0.3233083	67.63937	0.07894737	57.64677	0.1491228	83.95347	0.1879699	92.05899	0.1879699	153.2099	0.2067669	156.7192	0.2218045	
ILMN_2770414	2912.292	0	2957	0	3132.729	0	2907.362	0	7443.938	0	6958.422	0	8216.3	0	6377.907	0	
ILMN_2775202	76.09214	0.03132832	70.68196	0.03884712	79.67087	0.02506266	71.72909	0.03383459	201.0616	0	295.143	0	311.719	0.02255639	336.1859	0.001253133	
ILMN_2658804	1959.191	0	2339.304	0	1661.852	0	1891.151	0	3983.691	0	4900.151	0	7158.774	0	5102.669	0	
ILMN_2909782	284.7307	0	249.3458	0	289.1015	0	323.0534	0	1096.473	0	1212.255	0	1699.839	0	1094.82	0	
ILMN_2597686	1238.916	0	858.0778	0	750.9056	0	856.3566	0	2138.704	0	2412.314	0	3307.82	0	2456.8	0	
ILMN_2612079	2182.919	0	2149.56	0	1580.976	0	1848.969	0	4033.507	0	3783.352	0	5339.119	0	4156.103	0	
ILMN_3122124	43.42671	0.7230576	43.36444	0.6365915	48.07073	0.6817043	44.44732	0.7794486	54.39854	0.7406015	58.94677	0.6741855	78.50985	0.6328321	107.3548	0.6954888	
ILMN_1255511	700.3635	0	578.5114	0	574.5574	0	574.988	0	1227.932	0	1444.461	0	2106.386	0	1288.227	0	
ILMN_3016674	253.4806	0	253.2101	0	226.8151	0	236.8572	0	438.9381	0	526.6739	0	646.9651	0	462.4083	0	
ILMN_2843970	50.17301	0.3170426	46.36668	0.4548872	48.69866	0.650376	43.95022	0.8107769	54.768	0.7230576	62.74668	0.5401003	90.2915	0.4874687	106.4427	0.7117795	
ILMN_2977624	1853.71	0	1659.136	0	1684.504	0	1585.218	0	2666.462	0	2081.966	0	2615.015	0	1801.836	0	
ILMN_2714565	644.8747	0	359.0388	0	394.5719	0	346.3796	0	683.435	0	292.877	0	411.1169	0.003759399	328.9565	0.001253133	
ILMN_2819319	721.3661	0	475.1694	0	543.3695	0	448.129	0	1146.75	0	742.3331	0	906.8	0	662.5174	0	
ILMN_2610847	44.02844	0.6741855	42.19255	0.7431078	58.0861	0.2255639	49.31488	0.3822055	57.46661	0.5989975	53.33231	0.9210526	70.75728	0.7669173	120.7719	0.5213032	
ILMN_2994744	394.0431	0	325.3286	0	260.4538	0	279.1027	0	752.3171	0	860.1556	0	1274.615	0	834.6578	0	
ILMN_1258823	42.34362	0.802005	42.52118	0.7092732	45.93426	0.8132832	38.22021	0.9962406	55.15991	0.7105263	64.5308	0.4837093	77.49775	0.6478696	128.8208	0.4223058	
ILMN_2729771	228.117	0	225.5263	0	223.4247	0	239.3973	0	863.3011	0	814.1227	0	956.4068	0	763.2126	0	
ILMN_2628045	67.32922	0.05012531	66.75507	0.05513784	70.83139	0.05513784	67.05518	0.05388471	107.488	0.06015038	162.2197	0.0112782	166.5033	0.1754386	181.073	0.112782	
ILMN_2728118	713.6967	0	386.0502	0	415.4749	0	382.0475	0	1042.232	0	904.7811	0	1123.64	0	688.1525	0	
ILMN_2629856	758.2134	0	511.2763	0	518.5078	0	456.6153	0	1047.182	0	864.0034	0	1233.108	0	715.0084	0	
ILMN_2595283	458.2459	0	328.0217	0	376.7729	0	308.4846	0	698.7755	0	723.9525	0	648.8012	0	507.196	0	
ILMN_1222251	59.71804	0.1203008	47.51228	0.3847118	54.37118	0.3308271	51.136	0.283208	77.23705	0.2343358	69.90406	0.3621554	95.26109	0.4423559	146.1647	0.2769423	
ILMN_2880346	180.1151	0	125.5858	0	158.9974	0	144.427	0	196.5996	0	202.77	0.006265664	270.776	0.03884712	209.6742	0.04135338	
ILMN_1213124	57.27481	0.1516291	60.74255	0.10401	55.64181	0.2919799	53.10013	0.2318296	83.39754	0.1917293	93.53207	0.1817043	128.7384	0.2819549	135.6609	0.3621554	
ILMN_1223551	308.5554	0	178.6426	0	200.4554	0	189.8101	0	510.3995	0	331.1641	0	526.7181	0	409.8754	0	
ILMN_2628848	57.87814	0.141604	52.72029	0.2067669	60.66602	0.1691729	57.97964	0.1428571	92.91369	0.1240602	90.21206	0.1967418	147.6687	0.2218045	141.4744	0.3157895	
ILMN_2706905	72.14908	0.03634085	76.42762	0.02380952	75.29015	0.03634085	81.14945	0.01002506	122.0903	0.03508772	166.129	0.0112782	177.7725	0.1478697	155.9287	0.226817	
ILMN_2802168	188.7363	0	170.5896	0	160.1567	0	145.5497	0	300.979	0	371.3646	0	520.4631	0	366.6021	0	
ILMN_1225204	1600.22	0	1389.462	0	2035.035	0	1354.205	0	3728.502	0	4053.176	0	7187.443	0	3033.479	0	
ILMN_2589576	39.16776	0.9385965	42.62533	0.7017544	50.06544	0.5538847	45.34114	0.70802	60.74434	0.4837093	60.06181	0.6441103	79.1539	0.6152882	118.1162	0.5651629	
ILMN_2921163	136.4418	0	150.5419	0	135.5813	0	135.7653	0	196.3057	0	311.8858	0	136.3732	0.2631579	317.5865	0.002506266	
ILMN_1238997	48.37644	0.3997494	45.11191	0.5213032	47.22417	0.735589	42.31073	0.8997494	56.75343	0.6303258	65.99655	0.4448622	106.2445	0.3709273	122.6254	0.4874687	
ILMN_2670271	229.3777	0	173.5101	0	148.6173	0	166.4017	0	335.133	0	467.1215	0	694.1287	0	493.364	0	
ILMN_2788963	38.14666	0.9724311	41.06564	0.8070176	39.52207	0.9874687	51.12599	0.283208	50.53747	0.89599	70.19563	0.3546366	71.92555	0.7406015	105.521	0.7218045	
ILMN_2605096	1918.674	0	1494.704	0	1387.507	0	1282.633	0	2509.761	0	2342.544	0	3020.378	0	2248.346	0	
ILMN_2605094	1397.165	0	1090.665	0	1138.795	0	985.3746	0	2197.142	0	1908.373	0	2547.761	0	1849.903	0	
ILMN_2473620	2603.023	0	2870.061	0	2436.976	0	2731.242	0	4484.656	0	5975.771	0	7987.983	0	5276.18	0	
ILMN_2441534	150.8535	0	114.5755	0	161.8615	0	131.8915	0	223.5788	0	357.8383	0	470.1929	0	331.1026	0.001253133	
ILMN_2686865	50.5166	0.3057644	51.39005	0.2318296	62.60997	0.1378446	57.72898	0.1466165	64.01588	0.3897243	64.14928	0.4937343	124.2935	0.2944862	121.2725	0.5112782	
ILMN_2910230	951.3091	0	774.3837	0	977.787	0	765.4802	0	919.7769	0	1142.317	0	1099.04	0	1085.025	0	
ILMN_3162785	2141.654	0	2678.253	0	1860.553	0	2088.833	0	4627.004	0	4791.648	0	5949.949	0	4403.625	0	
ILMN_1244053	45.80645	0.556391	45.66093	0.4962406	54.93778	0.3120301	49.08081	0.3972431	61.97173	0.4448622	76.15341	0.2932331	94.27802	0.4486215	119.7748	0.5451128	
ILMN_1238609	65.05276	0.06265664	53.28721	0.1967418	73.53773	0.04260652	65.30797	0.06766918	178.1539	0	222.8507	0	356.9641	0.006265664	261.6127	0.006265664	
ILMN_2754787	251.9735	0	224.7154	0	281.593	0	233.9397	0	617.825	0	1145.333	0	1068.163	0	945.5778	0	
ILMN_2630512	706.8161	0	628.8278	0	632.7411	0	629.8082	0	1404.408	0	1509.16	0	1973.656	0	1227.253	0	
ILMN_3111334	649.4469	0	708.2306	0	600.1245	0	615.9205	0	1289.073	0	1682.186	0	1645.919	0	1458.976	0	
ILMN_1254341	276.7645	0	176.8884	0	178.1685	0	174.0606	0	686.8933	0	645.7628	0	1080.89	0	644.4132	0	
ILMN_2632620	45.39248	0.5776942	46.4022	0.4536341	49.59765	0.5902256	50.1892	0.3295739	67.66553	0.3233083	64.21413	0.4924812	225.1454	0.07894737	164.9118	0.1729323	
ILMN_2826826	59.85456	0.1177945	47.61509	0.3847118	62.45912	0.1403509	58.39686	0.1378446	77.4592	0.2318296	90.917	0.1917293	104.4184	0.3746867	165.689	0.1629073	
ILMN_2713160	44.30465	0.6578947	45.62112	0.4974937	42.80103	0.9473684	44.77459	0.7568922	66.73461	0.3383459	77.7106	0.2781955	87.69416	0.5062656	132.8065	0.3859649	
ILMN_2641946	226.9183	0	156.7856	0	185.7251	0	155.0255	0	394.8952	0	378.4363	0	600.6939	0	388.7308	0	
ILMN_1255596	256.3952	0	152.0925	0	171.3523	0	159.4318	0	231.8844	0	218.4078	0.001253133	431.684	0.001253133	270.307	0.003759399	
ILMN_2753988	41.49174	0.8558897	39.7844	0.8922306	43.94125	0.9197995	46.11555	0.6453634	59.39513	0.5275689	70.48383	0.3508772	85.89831	0.5250627	100.4416	0.8057644	
ILMN_2768692	51.39537	0.2781955	50.84802	0.245614	60.01519	0.1829574	48.72282	0.4135338	78.83973	0.2142857	114.3102	0.0726817	117.9276	0.3170426	146.6308	0.2769423	
ILMN_3143266	159.1626	0	172.1026	0	165.6394	0	174.3601	0	461.5592	0	718.728	0	1019.701	0	761.9927	0	
ILMN_3087828	50.73489	0.302005	52.34005	0.2130326	52.00144	0.4385965	50.09882	0.3345865	81.86449	0.1942356	104.1379	0.1215539	130.2934	0.2781955	147.1464	0.2744361	
ILMN_2629911	49.84234	0.3320802	46.89038	0.4273183	49.96812	0.5588973	45.96826	0.6629072	69.50935	0.302005	75.27779	0.3007519	94.1294	0.4536341	134.5542	0.3696742	
ILMN_3115490	94.355	0.005012531	106.6192	0.001253133	148.936	0	189.3686	0	199.1217	0	350.4699	0	476.0874	0	354.2916	0	
ILMN_1254697	47.39706	0.4573935	41.13965	0.802005	48.10472	0.6817043	46.76848	0.5764411	58.35041	0.5714286	56.49528	0.7944862	63.99416	0.8746867	83.32323	0.9699248	
ILMN_3040710	47.04675	0.4837093	48.73104	0.3233083	50.15572	0.547619	51.2587	0.2807018	74.98181	0.2531328	63.8012	0.5062656	69.23744	0.7907268	108.5531	0.6779448	
ILMN_2758070	83.22344	0.0112782	74.84594	0.02882206	125.7396	0	164.3819	0	107.8403	0.05889724	253.7008	0	345.2878	0.01002506	286.4822	0.002506266	
ILMN_1250904	205.5416	0	265.1479	0	236.7752	0	249.7043	0	636.0434	0	1075.747	0	1555.394	0	908.6742	0	
ILMN_3081944	2796.427	0	2677.381	0	2333.914	0	2536.685	0	5329.537	0	5846.744	0	7870.022	0	5758.504	0	
ILMN_3140071	708.7333	0	694.7396	0	551.8685	0	519.0991	0	2237.656	0	2201.573	0	2611.269	0	2247.756	0	
ILMN_1239786	52.04077	0.2581454	43.19458	0.6491228	55.89647	0.2807018	54.16565	0.2105263	62.07472	0.4423559	72.98682	0.3245614	128.2976	0.2844611	137.1105	0.3496241	
ILMN_2699645	357.6723	0	290.6175	0	297.5678	0	322.7318	0	1123.917	0	1221.324	0	1583.181	0	1311.728	0	
ILMN_2692728	59.04259	0.1290727	55.83634	0.1541353	57.90366	0.2293233	50.7431	0.302005	79.94626	0.2042606	78.65643	0.2656642	107.4702	0.3634085	130.2308	0.4110276	
ILMN_2950957	137.8607	0	98.59975	0.003759399	104.2805	0.002506266	97.5678	0.001253133	165.0291	0.003759399	217.0996	0.001253133	301.3606	0.02380952	216.4185	0.02631579	
ILMN_2624676	65.23833	0.06015038	58.98022	0.1203008	67.32735	0.08145364	72.07428	0.03132832	107.1097	0.06015038	128.0052	0.05263158	188.3966	0.1303258	163.3544	0.1779449	
ILMN_1227403	56.84705	0.1578947	57.78667	0.1328321	73.11156	0.04511278	51.1404	0.283208	91.44057	0.1353384	120.0679	0.06015038	133.1004	0.2744361	164.1512	0.1754386	
ILMN_2678199	43.11347	0.7493734	42.43076	0.7230576	46.61079	0.7769424	39.47049	0.9824561	59.14199	0.5338346	62.96754	0.5338346	87.36506	0.508772	93.06778	0.8897243	
ILMN_2855737	61.3128	0.0989975	57.23787	0.1328321	56.48372	0.2631579	56.11973	0.1691729	62.00571	0.443609	62.33255	0.5601504	90.26329	0.4874687	105.8053	0.7192982	
ILMN_2855019	47.85505	0.424812	45.32418	0.5100251	47.44393	0.7230576	48.52737	0.4310777	68.16029	0.3157895	71.49523	0.3320802	83.88953	0.5501253	115.2958	0.6090226	
ILMN_2864416	44.93594	0.6140351	47.17818	0.4035088	44.54357	0.8947368	47.32499	0.5338346	57.27987	0.6102757	61.91778	0.5789474	92.29559	0.4636591	126.6059	0.4423559	
ILMN_2873988	150.6584	0	197.6158	0	211.6796	0	191.148	0	409.6105	0	507.2531	0	749.3906	0	478.1514	0	
ILMN_2732801	115.2428	0	104.9546	0.001253133	116.0557	0	107.307	0	200.308	0	247.851	0	317.906	0.01629073	288.8512	0.002506266	
ILMN_1236988	341.6631	0	295.7565	0	261.1969	0	236.9775	0	508.7998	0	510.6552	0	657.9935	0	443.2931	0	
ILMN_2763657	47.49352	0.4511278	60.0595	0.1152882	53.86007	0.358396	49.08095	0.3972431	77.1519	0.235589	69.70439	0.3671679	110.8367	0.3446115	109.4572	0.6679198	
ILMN_2685903	90.29288	0.006265664	111.5004	0	112.8359	0.002506266	95.98624	0.001253133	163.3797	0.003759399	450.8603	0	311.2962	0.02255639	424.697	0	
ILMN_2962361	55.58147	0.179198	52.26135	0.2130326	60.35706	0.1766917	47.82244	0.4874687	89.34205	0.1491228	112.5486	0.0802005	166.3577	0.1754386	142.914	0.3007519	
ILMN_2962364	49.43797	0.3458647	58.37754	0.1253133	56.72911	0.2568922	46.37928	0.6140351	165.6268	0.003759399	167.1982	0.0112782	383.4191	0.005012531	201.5702	0.05513784	
ILMN_2710484	53.55723	0.2092732	59.22729	0.1203008	69.00241	0.06641604	65.67063	0.06390978	150.6969	0.01253133	202.2831	0.006265664	262.8426	0.04135338	235.0021	0.01378446	
ILMN_3162839	66.78395	0.05263158	58.1576	0.1303258	64.93792	0.1052632	58.52439	0.1353384	85.89407	0.1691729	98.94195	0.1516291	198.8486	0.1203008	154.1086	0.2330827	
ILMN_1257394	218.3559	0	218.1447	0	164.2133	0	168.1211	0	289.8153	0	405.5288	0	529.4731	0	401.9025	0	
ILMN_2660596	51.12523	0.2882206	45.3555	0.5100251	47.52089	0.7192982	49.58522	0.3646617	65.22299	0.3646617	80.57117	0.2606516	112.675	0.339599	141.0028	0.3195489	
ILMN_2589107	397.7192	0	406.6058	0	256.165	0	291.7084	0	621.4229	0	945.2731	0	657.4373	0	807.5269	0	
ILMN_2662450	620.4293	0	660.1853	0	702.3936	0	598.1519	0	1829.697	0	2141.428	0	3387.367	0	1938.563	0	
ILMN_1230714	49.62507	0.3408521	50.01126	0.2781955	57.73412	0.235589	52.7789	0.235589	73.75661	0.264411	74.29321	0.3145363	118.1276	0.3157895	119.3472	0.5538847	
