	GSM1525024		GSM1525025		GSM1525026		GSM1525027		GSM1525028		GSM1525029		GSM1525030		GSM1525031		
ID_REF 	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	
ILMN_2697164	52.716	0.2343358	51.57819	0.2305764	53.48052	0.3759398	54.78866	0.2005012	55.04658	0.7130326	60.32713	0.6315789	69.67202	0.783208	127.5962	0.4335839	
ILMN_1234692	45.912	0.556391	43.04067	0.660401	51.51671	0.4774436	43.45286	0.8333333	51.17365	0.8759398	68.52437	0.3947369	69.78609	0.7794486	95.10326	0.8709273	
ILMN_2632839	289.0722	0	247.4353	0	241.9157	0	236.6912	0	478.5611	0	606.1108	0	1070.573	0	639.2375	0	
ILMN_1225106	45.86737	0.556391	45.2188	0.518797	42.95643	0.943609	45.93329	0.6666667	54.75275	0.7230576	66.08605	0.4411027	88.24755	0.5012531	130.4762	0.4097744	
ILMN_1223612	42.2256	0.8120301	46.53787	0.4498747	48.96188	0.6303258	50.87686	0.2944862	60.11585	0.4974937	78.8279	0.2656642	105.7988	0.3709273	105.1026	0.7305765	
ILMN_2749842	45.56035	0.5689223	44.94213	0.5338346	48.32052	0.6716792	47.47595	0.5250627	58.00027	0.5802005	59.78719	0.6541353	100.2766	0.4085213	116.0463	0.5964912	
ILMN_2849016	55.66958	0.1766917	50.15575	0.2744361	55.25711	0.3032582	55.16435	0.1904762	69.92405	0.2994987	76.38821	0.2919799	104.0053	0.377193	129.7294	0.4160401	
ILMN_1219591	355.5948	0	325.3137	0	228.2722	0	250.8736	0	790.2688	0	818.3268	0	1055.707	0	812.1478	0	
ILMN_3004177	59.08761	0.1278196	65.71451	0.06265664	67.62292	0.07894737	62.75986	0.0877193	112.0088	0.04761905	162.0931	0.0112782	217.1257	0.0877193	235.1136	0.01378446	
ILMN_2681984	3780.091	0	3760.873	0	4448.658	0	4042.395	0	6844.364	0	7934.177	0	9902.131	0	7183.485	0	
ILMN_2687854	132.6485	0	128.292	0	113.8655	0.002506266	111.9505	0	257.7197	0	209.3925	0.002506266	328.3539	0.01253133	250.1814	0.007518797	
ILMN_1216168	50.6954	0.302005	42.91331	0.6729323	51.88424	0.4498747	47.76369	0.4912281	65.24668	0.3646617	72.40536	0.3295739	101.2674	0.4035088	113.5934	0.6265664	
ILMN_2775213	48.74158	0.3709273	43.19559	0.6491228	51.30487	0.4849624	46.13366	0.6390978	66.24242	0.3446115	77.10502	0.2857143	129.7103	0.2807018	147.2595	0.2719298	
ILMN_2737374	2420.164	0	1876.865	0	2326.699	0	1990.797	0	3958.25	0	4041.74	0	5478.764	0	3761.572	0	
ILMN_2984793	589.6827	0	513.6129	0	522.7664	0	512.0393	0	848.7031	0	941.2104	0	1499.63	0	851.0945	0	
ILMN_2523256	620.923	0	571.8235	0	733.249	0	635.3751	0	1625.62	0	1611.478	0	2183.245	0	1455.723	0	
ILMN_1258543	235.3808	0	189.5755	0	191.9767	0	177.7272	0	355.0699	0	375.506	0	498.2547	0	345.7492	0	
ILMN_1228208	67.03064	0.05263158	67.02178	0.05513784	82.69	0.02380952	75.00529	0.02130326	120.5109	0.03508772	162.667	0.0112782	319.9109	0.01503759	197.4506	0.05889724	
ILMN_1250000	176.5582	0	170.0389	0	135.6108	0	175.0942	0	296.1862	0	387.6043	0	581.2465	0	458.5795	0	
ILMN_2752665	70.47558	0.03884712	69.04836	0.04511278	77.0655	0.02882206	70.77247	0.03884712	180.6026	0	133.594	0.04010025	267.7742	0.04010025	282.303	0.002506266	
ILMN_2756586	49.12865	0.3533835	42.54752	0.7092732	53.99499	0.3508772	52.40851	0.2518797	54.20098	0.7493734	57.1446	0.7606516	65.40674	0.8521304	88.36221	0.9360902	
ILMN_2835694	61.59145	0.09398496	63.86815	0.07393484	69.16596	0.0651629	64.53058	0.0764411	123.0838	0.03258145	121.2801	0.05889724	218.7657	0.0839599	204.5428	0.05012531	
ILMN_2766279	1939.324	0	1864.161	0	2217.021	0	2079.16	0	3299.815	0	4081.237	0	5433.455	0	3901.757	0	
ILMN_3127704	357.8932	0	333.731	0	296.3942	0	309.2372	0	610.9067	0	792.5463	0	947.617	0	813.9761	0	
ILMN_2973024	1625.902	0	1578.806	0	1518.493	0	1212.056	0	2539.332	0	2910.822	0	3689.205	0	2816.818	0	
ILMN_2939012	3490.067	0	3387.263	0	4513.577	0	3630.986	0	7436.792	0	9659.787	0	11102.67	0	9063.576	0	
ILMN_1249000	207.3544	0	152.7158	0	252.3121	0	171.7349	0	218.5283	0	238.9759	0	352.7661	0.00877193	243.9825	0.00877193	
ILMN_1218880	67.62817	0.05012531	64.83928	0.0689223	70.17998	0.06140351	76.77507	0.01503759	110.6676	0.05012531	159.0581	0.01378446	277.8976	0.03383459	212.8168	0.03508772	
ILMN_2680463	96.06893	0.005012531	85.76624	0.01002506	82.77431	0.02255639	75.19254	0.02130326	199.8796	0	187.4201	0.006265664	237.7189	0.0689223	227.8139	0.01378446	
ILMN_2982736	904.1633	0	973.4832	0	885.8568	0	895.1515	0	1536.835	0	1964.967	0	3046.759	0	2009.375	0	
ILMN_3008277	2575.817	0	2699.409	0	2809.612	0	2755.229	0	4235.884	0	4588.742	0	5640.156	0	4437.315	0	
ILMN_2668977	4650.507	0	5045.604	0	5002.561	0	5151.428	0	6459.503	0	6903.228	0	10948.22	0	7347.72	0	
ILMN_2688822	103.469	0	102.9156	0.001253133	93.40746	0.007518797	100.3628	0.001253133	192.7418	0	232.8628	0	374.794	0.005012531	291.1327	0.002506266	
ILMN_2648580	2742.815	0	2595.458	0	2328.149	0	2340.294	0	3878.29	0	3846.184	0	5273.2	0	3654.624	0	
ILMN_2763122	45.09788	0.6015037	37.93357	0.962406	55.69513	0.2882206	43.94392	0.8107769	64.19727	0.3884712	64.01904	0.5	96.93252	0.4285714	76.71048	0.991228	
ILMN_2667894	48.92816	0.3659148	56.89791	0.1378446	59.91397	0.1829574	53.71113	0.2230576	57.45215	0.5989975	82.20226	0.2481203	78.9569	0.622807	97.66838	0.8421053	
ILMN_2639498	63.38743	0.0802005	57.99918	0.131579	68.44999	0.0764411	54.13081	0.2130326	107.2542	0.06015038	110.3969	0.08897243	172.8199	0.1629073	216.2326	0.02631579	
ILMN_2664993	138.7216	0	113.7249	0	142.8139	0	134.9642	0	267.4339	0	315.739	0	602.632	0	351.1494	0	
ILMN_1245875	51.3398	0.2819549	46.85842	0.4298246	54.84782	0.3145363	51.31799	0.2781955	60.76647	0.4837093	88.84967	0.2042606	97.17097	0.4285714	96.16744	0.8571429	
ILMN_3078008	45.56139	0.5689223	46.40717	0.4536341	55.92581	0.2807018	49.34422	0.3809524	113.8184	0.04385965	116.4186	0.07142857	233.7498	0.0726817	168.44	0.1553885	
ILMN_3157177	46.65649	0.5075188	46.43844	0.452381	52.2534	0.4310777	49.23973	0.3859649	57.40018	0.5989975	74.18389	0.3170426	95.59338	0.4411027	97.26988	0.8433584	
ILMN_3004151	838.4595	0	695.298	0	660.6577	0	676.2535	0	1237.772	0	1432.228	0	2192.471	0	1385.583	0	
ILMN_3009738	1228.904	0	1114.355	0	974.1554	0	935.0471	0	2020.228	0	2240.825	0	3225.744	0	2073.106	0	
ILMN_2718861	500.7879	0	470.2187	0	425.4878	0	427.5333	0	1666.056	0	2096.03	0	2842.725	0	1994.419	0	
ILMN_1238211	47.12774	0.4761905	39.51186	0.9022557	48.21622	0.6741855	50.35173	0.3233083	53.49385	0.7769424	66.74584	0.4223058	90.73862	0.481203	103.4743	0.7606516	
ILMN_2822842	87.79221	0.007518797	93.28014	0.003759399	88.05939	0.01253133	90.6627	0.003759399	160.644	0.006265664	271.6144	0	322.175	0.01503759	246.6327	0.007518797	
ILMN_1222284	42.22453	0.8120301	38.69469	0.933584	52.15279	0.4335839	42.78495	0.8709273	65.84862	0.3521303	62.18681	0.5651629	72.94946	0.7243108	84.48589	0.9649123	
ILMN_1242629	67.93053	0.04887218	74.71449	0.02882206	74.92522	0.03759398	73.80314	0.02380952	100.5164	0.07769424	226.0635	0	389.6062	0.005012531	250.0587	0.007518797	
ILMN_1212632	84.38826	0.01002506	77.01738	0.02380952	65.95563	0.0914787	74.96204	0.02130326	92.24672	0.1290727	104.1858	0.1203008	150.1152	0.2142857	172.3692	0.1365915	
ILMN_2805631	66.37961	0.05639098	76.81518	0.02380952	87.0014	0.01253133	77.73187	0.01253133	147.4875	0.01378446	148.9796	0.01879699	299.6897	0.02380952	220.8842	0.02255639	
ILMN_1259777	42.7717	0.7719298	40.77114	0.8270677	51.54782	0.4774436	48.12217	0.4649123	53.89288	0.7606516	53.48788	0.9172933	57.86969	0.9711779	90.97668	0.9122807	
ILMN_3003501	37.87304	0.9761904	35.61278	0.9949875	47.28595	0.7318296	43.58565	0.8308271	58.73345	0.5501253	58.90826	0.6754386	70.80505	0.7656642	129.326	0.4185464	
ILMN_2955312	54.55539	0.1917293	51.70156	0.2293233	57.19066	0.2518797	54.8084	0.1992481	142.7046	0.01503759	186.543	0.006265664	275.0259	0.03508772	216.7375	0.02631579	
ILMN_1215822	45.76535	0.5588973	48.82379	0.3182957	52.25975	0.4298246	50.92987	0.2932331	81.87396	0.1942356	80.4703	0.2606516	119.4272	0.3132832	137.7862	0.3458647	
ILMN_2724055	42.54139	0.7844611	38.81958	0.9285714	48.15427	0.679198	41.98029	0.9160401	51.35793	0.8671679	61.6464	0.5864662	84.15054	0.5501253	91.68413	0.9072682	
ILMN_2666574	40.65937	0.8847118	41.49749	0.7819549	51.10315	0.5025063	45.2986	0.7117795	56.63456	0.6378446	59.25324	0.6666667	65.69643	0.849624	108.5019	0.6779448	
ILMN_2664449	50.63998	0.3045113	56.11761	0.1516291	58.88855	0.2030075	51.09695	0.2844611	79.15646	0.2142857	84.56153	0.2293233	136.6974	0.2631579	187.3761	0.09022556	
ILMN_2962336	51.04862	0.2894737	48.34511	0.3421053	46.39032	0.7869674	49.33556	0.3809524	76.28433	0.2406015	76.9221	0.2869674	201.6578	0.1152882	166.2496	0.1616541	
ILMN_2597451	47.10355	0.4786967	46.82471	0.4323308	50.9047	0.5112782	52.16268	0.2581454	56.22723	0.6553885	69.98221	0.3609022	63.07742	0.8909774	107.9445	0.6842105	
ILMN_2868440	63.89374	0.07393484	57.27232	0.1328321	67.88352	0.07894737	59.02861	0.1265664	136.4852	0.01629073	135.2395	0.03508772	366.5196	0.005012531	221.4633	0.01879699	
ILMN_3162009	43.67138	0.7030075	43.21791	0.6466165	48.03168	0.6817043	47.69574	0.4962406	57.17846	0.6177945	62.07683	0.5726817	78.57919	0.6303258	101.5791	0.79198	
ILMN_3003018	76.20515	0.03132832	53.41873	0.1942356	62.62721	0.1365915	56.52478	0.1654135	62.27192	0.4323308	71.47598	0.3320802	97.26544	0.4273183	101.1029	0.7994987	
ILMN_2834950	52.78505	0.2318296	46.91861	0.4273183	52.5774	0.4122807	47.86982	0.4799499	68.94833	0.3057644	63.96483	0.5012531	80.80458	0.5927318	120.5358	0.5238096	
ILMN_2944703	36.89627	0.9837093	38.82767	0.9285714	45.15794	0.8646616	41.39217	0.9323308	49.45063	0.9285714	44.14583	0.9987469	59.89003	0.9511278	74.26467	0.9962406	
ILMN_2676443	53.38692	0.2142857	50.44761	0.264411	57.4805	0.2431078	51.52501	0.2744361	71.88329	0.2794486	65.85931	0.4461153	100.2681	0.4085213	132.6587	0.3859649	
ILMN_2631903	49.98226	0.3258145	48.38877	0.3358396	55.62742	0.2944862	56.62043	0.1616541	97.84483	0.09398496	113.5084	0.07518797	191.2642	0.1253133	182.899	0.1090226	
ILMN_2645509	64.96548	0.0651629	59.52492	0.1165414	59.45254	0.1892231	57.70326	0.1466165	70.44126	0.2932331	75.20626	0.3007519	94.2692	0.4486215	139.9021	0.3245614	
ILMN_1250734	51.45606	0.2781955	44.95462	0.5338346	51.08922	0.5025063	49.68565	0.3558897	55.92266	0.6766917	65.11967	0.4724311	79.02678	0.6190476	107.1265	0.697995	
ILMN_2665591	42.63926	0.7781955	38.94987	0.9223058	46.20418	0.7994987	45.31119	0.7092732	57.44693	0.5989975	63.9016	0.5025063	72.1687	0.7343358	107.5727	0.6892231	
ILMN_2607827	41.93259	0.8283208	37.99294	0.9611529	45.15578	0.8646616	44.78929	0.7556391	48.76356	0.9486216	56.79952	0.7769424	80.92126	0.5914787	115.5842	0.6002506	
ILMN_1245353	46.90874	0.4962406	40.09658	0.8709273	54.55091	0.3270677	46.00826	0.6578947	56.2892	0.6528822	54.10159	0.8922306	95.84214	0.4385965	115.9155	0.5964912	
ILMN_1232564	42.86388	0.7681704	39.35259	0.906015	52.30553	0.4273183	42.84085	0.8659148	56.15425	0.660401	58.91421	0.6754386	74.90453	0.6867168	99.99833	0.8132832	
ILMN_2639308	46.1111	0.5413534	43.48204	0.6315789	44.14493	0.9085213	43.3946	0.8358396	61.98688	0.443609	70.88093	0.3446115	100.5412	0.4072682	138.0141	0.3446115	
ILMN_1249784	45.82108	0.556391	47.08613	0.4172932	49.44908	0.593985	43.43745	0.8345864	60.95648	0.4736842	61.72064	0.585213	80.99834	0.5902256	108.7841	0.6741855	
ILMN_1240624	42.1837	0.8120301	41.57578	0.7769424	48.33312	0.6704261	45.60952	0.6942356	61.59288	0.4511278	66.15032	0.4398496	79.2968	0.6152882	157.7236	0.2142857	
ILMN_2925214	43.4166	0.7230576	41.86442	0.7568922	42.846	0.9461153	40.00568	0.9711779	52.46159	0.8182957	53.23676	0.9260651	64.56432	0.8659148	77.41354	0.9887218	
ILMN_2678187	44.51667	0.6378446	41.17768	0.802005	52.88649	0.4010025	42.67244	0.8796992	52.46722	0.8182957	54.70574	0.8746867	72.05491	0.7368421	66.578	1	
ILMN_1218141	48.46515	0.39599	44.14033	0.5839599	51.04985	0.5025063	45.15294	0.7205514	52.81884	0.802005	54.82336	0.8696742	59.75786	0.9548872	95.91762	0.8621554	
ILMN_1251239	47.19649	0.4736842	59.06146	0.1203008	57.89883	0.2293233	51.15418	0.2819549	82.22594	0.1929825	77.18648	0.283208	105.8934	0.3709273	147.5962	0.2694235	
ILMN_3152061	45.67219	0.5639098	43.9389	0.6052632	49.60456	0.5889724	38.56111	0.9924812	56.75004	0.6303258	65.15491	0.4699248	91.11847	0.4786967	100.1811	0.8120301	
ILMN_2804407	52.14177	0.254386	48.9502	0.3095238	55.20015	0.3032582	45.63266	0.6929824	67.34595	0.3308271	63.83479	0.5050125	161.0362	0.1879699	144.1879	0.2882206	
ILMN_2630401	49.40302	0.3458647	41.33495	0.7907268	46.68785	0.7756892	49.96763	0.3421053	67.03436	0.3345865	59.55085	0.6578947	154.9806	0.1992481	144.5563	0.2869674	
ILMN_2653832	44.81556	0.6177945	48.98621	0.3045113	49.20905	0.6115288	46.65989	0.5877193	57.42563	0.5989975	56.33691	0.8057644	85.08567	0.537594	134.2061	0.3721805	
ILMN_2660924	61.35981	0.09649123	58.51814	0.1253133	65.48003	0.0952381	58.39614	0.1378446	151.2445	0.0112782	115.4703	0.07142857	296.112	0.02506266	204.7762	0.05012531	
ILMN_2868571	46.35472	0.5213032	42.84098	0.6779448	37.39308	0.9974937	51.75764	0.2681704	59.93417	0.508772	65.13226	0.4711779	73.79952	0.7030075	100.209	0.8120301	
ILMN_2634503	60.56604	0.1052632	58.35067	0.1253133	68.82775	0.0726817	63.43832	0.08270676	87.99123	0.160401	136.3845	0.03383459	170.4439	0.1666667	184.9923	0.09774436	
ILMN_1222931	54.46786	0.1942356	51.65355	0.2293233	50.47053	0.5313283	48.29927	0.4511278	53.87777	0.7619048	60.34213	0.6303258	77.5611	0.6466165	94.15495	0.8822055	
ILMN_2939579	72.84962	0.03634085	61.19821	0.09774436	72.85411	0.04636591	62.27151	0.08897243	100.5975	0.07769424	147.5355	0.01879699	270.3675	0.03884712	197.4885	0.05889724	
ILMN_2939583	44.99821	0.6102757	47.46727	0.3872181	54.26098	0.3370927	49.91624	0.3471178	105.9872	0.0651629	98.9679	0.1516291	299.9088	0.02380952	187.0497	0.0914787	
ILMN_2637903	48.61292	0.3834586	48.55968	0.3308271	54.41278	0.3308271	45.06897	0.7330827	71.25523	0.2869674	64.4466	0.4849624	87.02959	0.5137845	162.9294	0.1842105	
ILMN_2694110	56.82346	0.1578947	59.33805	0.1203008	51.91438	0.4473684	46.36592	0.6152882	100.5053	0.07769424	88.04285	0.20802	271.1873	0.03759398	142.4712	0.3032582	
ILMN_1250938	44.86742	0.6165413	42.21252	0.7406015	55.34219	0.302005	52.96164	0.2318296	62.56173	0.4273183	65.88168	0.4448622	82.15945	0.5726817	116.5255	0.5889724	
ILMN_1255361	52.22943	0.2493734	49.63337	0.2894737	49.55178	0.5914787	56.64543	0.1616541	84.88749	0.1754386	71.14449	0.3383459	142.1557	0.2343358	151.3932	0.2493734	
ILMN_1231777	46.62163	0.5075188	45.51439	0.5037594	53.01105	0.3909774	47.39045	0.5275689	47.15627	0.9786968	51.29409	0.9548872	52.52698	0.991228	71.21439	0.9974937	
ILMN_2649579	46.18341	0.5338346	48.89433	0.3132832	53.71432	0.3671679	52.3378	0.2568922	69.86176	0.2994987	73.17828	0.3245614	130.0932	0.2807018	156.6772	0.2230576	
ILMN_2746218	46.14439	0.537594	39.59236	0.9022557	50.00673	0.5551379	45.52244	0.7005013	53.08151	0.79198	68.60806	0.3897243	113.0088	0.3370927	154.0724	0.2330827	
ILMN_2646640	45.41546	0.5776942	41.45268	0.7844611	50.29392	0.5413534	51.17742	0.2819549	55.7998	0.6829574	65.04352	0.4736842	75.66245	0.679198	95.83426	0.8621554	
ILMN_1236344	1600.041	0	1356.223	0	1367.23	0	1179.905	0	2201.34	0	2658.073	0	3604.926	0	2288.175	0	
ILMN_2631179	65.00512	0.06390978	57.87571	0.1328321	60.23306	0.179198	52.98394	0.2318296	91.09722	0.1378446	117.7557	0.0651629	168.731	0.1716792	214.9767	0.02882206	
ILMN_2695190	40.19456	0.9047619	44.89699	0.5338346	53.90563	0.3558897	51.04266	0.2882206	53.83616	0.7656642	62.34139	0.5601504	60.67814	0.9348371	122.2132	0.4924812	
ILMN_2758803	51.95571	0.2619048	49.81974	0.283208	55.87699	0.2807018	47.65966	0.4987469	64.63538	0.377193	77.62697	0.2781955	97.88068	0.4197995	104.7555	0.7380952	
ILMN_2631180	56.62708	0.160401	47.17338	0.4035088	51.16566	0.4987469	57.05278	0.1541353	85.63998	0.1704261	95.0172	0.1716792	201.7758	0.1152882	167.7824	0.1578947	
ILMN_2999818	64.31833	0.07017544	55.15366	0.1654135	56.04853	0.2781955	65.47421	0.06641604	82.10213	0.1942356	127.2443	0.05263158	184.8359	0.1365915	161.4884	0.1954887	
ILMN_2786075	47.80851	0.4273183	50.78366	0.2493734	53.13193	0.3884712	47.1251	0.5451128	71.08385	0.2869674	60.10698	0.6441103	100.2813	0.4085213	123.6834	0.4724311	
ILMN_1246636	45.98846	0.5488722	43.35548	0.6378446	47.71039	0.7117795	47.75259	0.4912281	53.32391	0.783208	51.01392	0.9649123	68.49384	0.8032581	100.024	0.8120301	
ILMN_2618910	47.11169	0.4761905	38.35646	0.9448621	48.99797	0.6303258	46.07345	0.6528822	64.13065	0.3897243	51.90915	0.9461153	87.19678	0.5100251	98.84083	0.8283208	
ILMN_2624145	93.37788	0.005012531	88.87691	0.006265664	92.5469	0.007518797	81.83997	0.00877193	151.2261	0.0112782	203.4629	0.005012531	305.8754	0.02380952	253.32	0.006265664	
ILMN_2606555	47.29443	0.4674186	47.32474	0.3947369	48.85431	0.6378446	44.28701	0.79198	68.14869	0.3157895	79.09577	0.2656642	147.8165	0.2218045	167.4666	0.160401	
ILMN_2895240	45.23648	0.5927318	49.84562	0.2819549	55.65244	0.2919799	53.14086	0.2318296	65.56631	0.3546366	75.93602	0.2944862	98.40149	0.4172932	108.7148	0.6754386	
ILMN_2795968	46.57239	0.508772	36.54612	0.9887218	52.05777	0.4360902	41.78644	0.9235589	60.0726	0.4974937	66.5618	0.4310777	167.5848	0.1741855	140.3377	0.3220551	
ILMN_2673628	84.96455	0.01002506	110.5732	0.001253133	87.66811	0.01253133	98.64591	0.001253133	280.5161	0	253.7731	0	399.56	0.005012531	254.458	0.006265664	
ILMN_1232146	146.3204	0	145.2328	0	209.0081	0	156.4466	0	420.7911	0	606.1659	0	995.3083	0	611.6327	0	
ILMN_2761181	1538.833	0	1380.499	0	1581.305	0	1302.386	0	2791.015	0	3428.512	0	4131.03	0	3161.646	0	
ILMN_3131640	58.29821	0.1378446	59.84359	0.1165414	60.41254	0.1754386	59.2212	0.1253133	77.62568	0.2305764	81.38066	0.2556391	141.9926	0.235589	128.0417	0.4298246	
ILMN_2651010	45.49958	0.5726817	49.3547	0.2957394	57.10976	0.2531328	55.60086	0.179198	62.36582	0.4310777	54.29024	0.8859649	64.08358	0.8734336	98.35241	0.8358396	
ILMN_2741006	393.0597	0	334.9886	0	285.1743	0	274.7476	0	544.4154	0	839.5156	0	1074.64	0	811.4296	0	
ILMN_2645917	105.0635	0	95.62492	0.003759399	120.1796	0	103.8137	0.001253133	175.9608	0.001253133	260.5569	0	401.336	0.005012531	297.8699	0.002506266	
ILMN_3030470	147.7215	0	167.8218	0	146.8238	0	175.2977	0	398.24	0	629.2457	0	822.1677	0	636.8621	0	
ILMN_3103784	124.4102	0	134.9402	0	129.9554	0	121.8084	0	313.9423	0	345.2906	0	719.529	0	423.3238	0	
ILMN_2805934	39.61618	0.9298246	46.66763	0.4373434	50.44892	0.5338346	42.13103	0.9097744	57.88055	0.5864662	59.57486	0.6578947	59.64165	0.9548872	118.6957	0.5626566	
ILMN_2696687	52.64203	0.2343358	50.18342	0.273183	51.65046	0.4686717	53.46262	0.226817	91.585	0.1328321	108.4174	0.09273183	153.6176	0.2055138	168.1337	0.1566416	
ILMN_2750201	50.83336	0.2982456	45.3809	0.5100251	48.792	0.6390978	49.60096	0.3634085	52.10279	0.8333333	57.67203	0.7343358	105.0726	0.3734336	124.0359	0.4699248	
ILMN_2621909	3001.063	0	3409.167	0	3020.981	0	2874.61	0	6105.607	0	6292.467	0	8299.011	0	6745.09	0	
ILMN_2788707	52.15163	0.254386	50.17444	0.273183	63.34357	0.1253133	48.79413	0.4110276	103.8599	0.0689223	125.3948	0.05388471	190.4047	0.1253133	220.0131	0.02255639	
ILMN_1255543	65.5843	0.05889724	58.82515	0.1240602	60.60387	0.1704261	60.63579	0.09649123	73.09819	0.2719298	102.3532	0.131579	135.5125	0.2669173	115.5348	0.6002506	
ILMN_2613687	52.81922	0.2280702	50.77581	0.2493734	61.18806	0.160401	43.24824	0.8446115	68.07012	0.3157895	64.60223	0.4837093	106.5027	0.368421	135.5578	0.3634085	
ILMN_2654732	43.8881	0.6817043	45.80527	0.4837093	52.08219	0.4348371	50.38472	0.3220551	56.46682	0.6478696	60.1204	0.6441103	71.06541	0.7593985	97.1684	0.8458647	
ILMN_2669982	489.0753	0	541.7573	0	583.1454	0	638.5757	0	840.5337	0	1182.219	0	1527.282	0	1314.438	0	
ILMN_1214517	272.5272	0	277.4068	0	315.258	0	249.3123	0	576.8068	0	688.2918	0	1090.18	0	690.8445	0	
ILMN_2670708	47.86645	0.4235589	44.02158	0.5977443	53.01417	0.3909774	50.7858	0.2994987	77.19788	0.235589	118.2694	0.06390978	167.2579	0.1754386	169.7163	0.1491228	
ILMN_2720572	54.1378	0.197995	51.71939	0.2280702	64.13727	0.1165414	53.35548	0.2280702	142.6814	0.01503759	167.8387	0.0112782	308.0781	0.02380952	191.35	0.0764411	
ILMN_2736521	47.69965	0.4348371	43.17847	0.6491228	54.17348	0.339599	49.6461	0.358396	50.82519	0.8909774	51.41452	0.9548872	77.53102	0.6466165	95.87067	0.8621554	
ILMN_1255463	46.81372	0.5	43.37417	0.6353384	51.16675	0.4987469	45.51139	0.7030075	53.53266	0.7769424	65.54775	0.4586466	79.21336	0.6152882	116.5053	0.5889724	
ILMN_2935237	172.1099	0	167.5671	0	173.0541	0	165.9272	0	252.7492	0	298.4584	0	566.9797	0	418.2361	0	
ILMN_2680815	46.74779	0.5025063	44.61835	0.547619	46.50934	0.7807018	50.46722	0.320802	53.11992	0.7907268	60.8339	0.6152882	70.48727	0.7694235	110.6117	0.6516291	
ILMN_2725531	40.97671	0.8721805	41.52953	0.7794486	46.03526	0.8095238	39.46236	0.9824561	49.28262	0.9360902	58.69548	0.6842105	73.63832	0.7105263	111.021	0.6491228	
ILMN_2601035	47.63582	0.4423559	45.10841	0.5213032	52.87741	0.4010025	52.09578	0.2593985	54.20931	0.7493734	52.26219	0.943609	81.47435	0.5827067	105.78	0.7205514	
ILMN_3116055	42.09282	0.8195488	40.89537	0.8233083	47.74955	0.7092732	42.06609	0.9122807	49.73664	0.9210526	58.6484	0.6854637	75.21209	0.6817043	103.738	0.7568922	
ILMN_1218314	50.31263	0.3095238	55.50105	0.1566416	58.78419	0.20802	50.95729	0.2907268	47.59774	0.9749373	51.23735	0.9548872	72.12448	0.7368421	75.38423	0.9937344	
ILMN_1250435	326.6783	0	327.4413	0	364.6227	0	350.5438	0	451.9998	0	549.5167	0	889.6104	0	558.0883	0	
ILMN_1241241	53.24674	0.2205514	57.65845	0.1328321	57.84229	0.2293233	54.492	0.2042606	68.65908	0.3082707	62.13354	0.5689223	84.10342	0.5501253	100.6665	0.7994987	
ILMN_3090756	44.39859	0.650376	44.00324	0.5989975	55.32504	0.302005	42.73254	0.8721805	55.68539	0.6892231	68.96691	0.3809524	64.44531	0.8659148	108.9234	0.6729323	
ILMN_2882698	53.62098	0.20802	44.99166	0.5325814	52.30738	0.4273183	54.17835	0.2105263	81.68205	0.1942356	109.3706	0.09022556	122.9898	0.2957394	158.7659	0.2067669	
ILMN_2638674	50.4817	0.3070175	52.57104	0.20802	60.88486	0.1641604	59.74971	0.1140351	77.98939	0.2280702	86.67831	0.2192982	138.8306	0.2556391	183.2166	0.1065163	
ILMN_2632536	59.00558	0.1303258	63.4993	0.0764411	68.82047	0.0726817	63.82282	0.0802005	111.6747	0.04887218	228.924	0	277.9855	0.03383459	223.2193	0.01754386	
ILMN_2723346	62.80838	0.0839599	62.58163	0.08521304	78.63779	0.02506266	56.52981	0.1654135	107.648	0.05889724	179.4923	0.01002506	307.5822	0.02380952	229.4361	0.01378446	
ILMN_2707627	43.89928	0.679198	38.70241	0.9323308	45.39862	0.8508772	39.41401	0.9824561	67.76405	0.320802	83.93802	0.2343358	106.6512	0.368421	122.4064	0.4899749	
ILMN_3121687	246.7637	0	222.6157	0	244.5599	0	208.9109	0	444.9794	0	463.1743	0	645.9599	0	529.3813	0	
ILMN_1260016	43.45039	0.7205514	42.42209	0.7243108	47.11219	0.7431078	48.01273	0.4736842	69.86781	0.2994987	65.29336	0.4686717	126.2096	0.2869674	154.8009	0.2305764	
ILMN_3046125	43.6856	0.7005013	40.84848	0.8258145	51.55346	0.4774436	44.93896	0.7406015	53.87863	0.7619048	56.91333	0.7719298	104.4645	0.3734336	88.19325	0.9398496	
ILMN_1231468	91.99593	0.005012531	87.63999	0.007518797	98.41774	0.005012531	85.52669	0.007518797	102.5681	0.07017544	162.8786	0.0112782	219.5111	0.08270676	213.683	0.03007519	
ILMN_2705655	494.5553	0	450.4092	0	504.4229	0	438.4913	0	693.4319	0	917.1937	0	1472.316	0	870.0068	0	
ILMN_2617673	46.1036	0.5413534	45.61878	0.4974937	52.76323	0.4097744	54.84277	0.1992481	63.26534	0.4085213	70.26184	0.3521303	116.8218	0.3195489	111.8522	0.641604	
ILMN_2732877	371.625	0	317.0087	0	313.3812	0	293.3914	0	418.307	0	507.4945	0	627.9079	0	466.1999	0	
