gene	UT1	UT2	Ab1	Ab2	L1	L2	LAb1	LAb2
Rrp36	12.89575475	10.30297157	11.91332117	13.7367654	11.06778636	11.24556032	17.96887376	14.89567817
Tubb6	109.4557851	100.6433814	125.9565738	127.1175714	62.6339227	69.69191445	102.759672	91.89293724
Rpusd3	0.898664123	0.658865117	0.512395177	0.782839766	0.71641526	0.881673477	1.121055282	1.229363448
Edf1	81.36749836	82.87109049	106.3929078	88.11345702	61.07100104	59.16400991	89.045485	87.73801815
Pycrl	39.51218194	30.66240487	26.90555907	38.999582	23.58929805	24.19083269	37.31200558	32.83230207
Nectin2	3.342079271	3.320851158	2.132687	2.313922805	3.984162825	4.295369432	6.41700696	5.734776266
Gm9347	20.77093868	15.36921442	17.46981129	29.71987272	13.7587113	14.19473122	22.3681346	18.65662497
Prss36	0.780842785	0.441629862	0.408255111	0.778978648	0.636903573	0.766803304	0.974829044	1.085164246
Cdc42ep2	0.821616533	0.662341977	0.483422854	0.612989892	3.651519133	4.164674646	5.782072656	5.677048839
Slc66a1	1.517518079	1.638136814	1.501943034	1.620513572	0.810369425	1.087257608	1.558166621	1.222710281
Tefm	6.877033032	7.203941657	8.947407516	11.07604407	7.767406427	7.655415273	10.86432158	11.72684467
Hdhd3	8.272299255	6.084775305	6.12738938	7.500330711	3.528051179	3.984744204	6.297279955	4.707088218
Med29	12.18700355	13.46695953	20.90544097	15.77838852	14.28601317	12.93166036	21.19224248	18.63315351
Mrpl51	16.21867659	12.7869754	13.46435805	23.45354969	9.056900131	10.33862686	14.98253127	13.32862949
Dancr	0.696492397	0.711109724	0.633310319	1.262945166	0.487140767	0.50383798	0.792534284	0.653769941
Taf10	34.55825273	30.15543999	30.64448037	36.45253911	28.80869974	25.99296009	38.98291314	40.96720997
Tmem177	4.882425933	4.232631546	3.436117609	5.340442794	2.816730053	3.686891308	5.1151429	4.369373322
Mrm3	5.960467846	5.340552931	3.840173398	6.960690295	3.02069825	3.365847382	4.656810716	4.655975253
Flot1	7.346197529	6.512622428	7.568483366	7.305772657	8.616296233	7.988190445	12.18760244	12.01736093
Ccdc51	10.63064235	8.352964723	6.483441765	11.80646249	6.583009703	6.391638499	10.0201687	8.892557489
Leng9	1.643136722	1.661045383	1.535766797	1.388272595	1.323697514	1.733042575	2.280221147	2.173079028
Gm5617	10.96167142	7.038648182	7.232777549	17.52267969	16.37346519	20.29416086	32.55355499	20.83875555
Clec2d	0.148103557	0.13796516	0.068830511	0.287291635	0.979841713	1.906477052	2.507668355	1.695026447
Samd10	3.90415013	4.694234526	4.843047499	4.961067671	1.75584582	2.435582498	3.03293006	3.069440605
Toe1	5.626488445	5.486635303	4.182978517	6.006945985	2.683520107	3.078740606	3.881207543	4.505038797
Hexim2	2.997945534	2.820931135	2.867488389	3.891633361	1.536894813	2.459524876	2.915147845	2.898642629
Mrm2	6.212415653	4.725976015	4.701092928	6.279004567	1.455516872	2.158608621	2.640629958	2.616553583
Gmfg	3.57130935	2.930784222	4.230883506	4.935939532	3.623886262	3.311638283	5.03907514	5.049430561
Polr1h	31.23578165	23.72008275	33.10602629	41.97560553	40.99195431	42.7963108	65.73457826	56.14302383
Chmp2a	79.71371901	74.0625061	103.3224167	111.3231846	91.59383047	87.03868998	129.5776118	130.1811209
Zfp764	4.32648993	4.092599693	4.111319452	4.25184747	0.733575429	1.637148307	1.917069044	1.527815541
Tmem216	3.624749927	3.481181417	3.161782305	4.163548411	2.545686969	2.474107235	3.533930148	3.75995199
Cd59a	1.349108097	1.309119995	1.544429734	1.693354959	5.627943744	5.985160757	7.603465809	9.247708969
Rps6-ps1	0.721484398	0.52274082	1.033862846	1.212932207	1.067995304	1.179349353	1.532482043	1.726525843
Znhit6	7.451030324	7.45850025	11.09238535	11.49593099	7.622943322	7.703015828	10.40806532	11.81146415
Gm10232	0.548929379	0.503604772	0.347880877	0.459806272	0.701008142	0.568088372	0.931256499	0.908615503
Trem3	6.560644893	4.784284306	3.191824543	8.273883482	7.059675687	6.805454258	10.0689224	10.02271587
Tbcc	13.95216941	9.788543189	8.230789814	21.45097301	7.553263651	9.190327344	14.26037736	9.988079693
2010103J01Rik	0.231507236	0.862637833	0.107592024	0.134723487	0.839251517	0.770365674	0.885126871	1.445220534
Map3k14	4.086685898	3.642987614	3.036920386	3.115081269	3.703725854	4.34242348	6.546502582	5.088088277
Trnau1ap	6.861156882	6.381185643	6.300366578	8.178461372	8.903746314	8.997823201	13.28216001	12.60125648
Puf60	30.3943841	25.1338956	23.7611138	30.71260427	11.7378905	12.30569756	17.62818207	17.12076995
Dnajc4	8.866577772	10.84187345	10.23443095	10.41238719	7.536749347	8.119575733	10.64314076	11.98367543
Tspan3	19.49076426	15.1956998	11.129909	19.12018593	32.63533791	34.44479236	51.5484383	45.37744507
Itgal	6.738569818	6.993157638	6.659993766	5.13788223	20.54951224	20.13817631	30.83292349	27.92203913
Dph5	3.157912131	3.181149404	4.350352859	5.012154576	4.348759423	4.831018591	6.354480743	6.890270893
Il27	1.266872897	1.174685733	0.613306149	0.785029317	242.6115847	181.2917954	302.2324548	309.2979549
Gm6682	0.547223939	0.89105062	0.527248877	1.385136279	0.459655437	0.748014406	0.935542715	0.805429492
Sap18b	1.867080916	1.396365381	1.64019881	2.672158122	1.485762381	1.37577412	1.969085428	2.155802561
Nagk	6.147121129	5.398250796	5.285170547	7.240225363	5.933199517	6.573930449	9.754207004	8.274474796
Gipc1	73.01317782	60.87350968	47.39549989	72.86132931	42.00791193	45.27520512	65.35833955	60.03123453
Dhx58	13.69883219	12.44567746	10.31522086	12.73268713	30.07495772	34.03081197	46.00248275	46.07185208
Hmgn2-ps	22.58496897	24.64476096	23.26661154	14.75988856	7.935629851	7.818001569	7.160991677	15.45988358
Dync2li1	1.6821125	1.805739298	1.407158602	2.134911946	0.71432922	0.850133481	1.006251394	1.240100773
Themis2	22.72605555	23.34898283	23.33366634	16.46785698	15.10227517	20.15637208	26.78003305	23.82728539
Ndufaf1	21.01697028	19.64143779	23.50107988	26.32789543	11.85586743	14.68359817	18.65267075	19.42622885
Aldh4a1	1.167887246	1.213558739	1.080437041	1.423908561	0.749870461	0.650811215	1.213118657	0.796113196
Gmppb	10.28227958	7.997029568	6.265603151	11.34921621	7.032897576	7.682255676	11.67371635	9.416230173
Phlda3	1.578704121	1.359710521	1.365638849	1.251773329	1.013023415	1.664994783	2.171411764	1.666530551
Marcksl1	137.3508053	126.1220405	116.4978278	125.0311185	756.2316064	717.4331277	1049.433309	1062.307148
Actg1	255.6391041	242.9265596	238.9305543	205.0658401	604.6199053	568.175178	850.2546671	830.1973845
Naxe	76.29173077	63.84739185	68.59536582	89.28962323	49.52582178	49.88050761	74.09627833	68.32285381
Psma6	157.7975832	142.5224735	165.6803819	240.2680942	573.8759705	530.1600977	805.8937727	775.8495058
Ddx28	16.86895589	16.25797736	13.97060072	18.55658203	16.54060111	19.19515085	27.63946635	23.55858551
Cd52	150.500065	108.0548967	123.760014	247.5504163	328.496336	332.909873	510.7695146	436.0462091
6530402F18Rik	0.453117338	0.316321409	0.314361598	0.233967263	2.21872456	2.994471095	3.979388339	3.48324985
Tsen54	12.61494042	10.46799429	9.434393507	12.90159177	7.975142892	7.597030824	11.6499007	10.63089643
Src	0.045210381	0.076573663	0.009550607	0.103644516	1.296260545	1.274082362	1.676158808	2.001288229
B3galt4	2.64926331	2.877461346	3.606511873	3.429707542	1.875461554	2.110832742	2.898136927	2.803727837
5830454E08Rik	0.676100702	0.843506752	0.589153098	1.850154269	1.99141751	2.558512145	3.538921234	2.964515096
Senp8	2.673222518	2.852506533	3.469157595	3.915509651	1.178508095	1.479928345	1.946779494	1.852652442
Fam216a	11.76523775	10.19824782	12.66206188	12.69157369	7.601151778	7.491814947	10.09739421	11.46000187
Rbmxl1	111.4569529	104.8457826	115.964397	113.0982082	51.56282098	57.98909973	75.98956547	80.47829204
Eif1ax	27.07707927	25.82892639	26.42203483	32.35362627	31.8765767	29.80534585	41.14840253	46.9275677
Rhoc	60.03494859	54.16349051	46.20924476	69.36311177	303.1293487	299.1449546	425.1879818	434.5835908
Neil1	9.32334453	8.340753457	5.644929672	11.75274609	10.04213108	10.88857455	15.89051774	13.98617129
Rnf135	3.786073662	3.662448507	2.848071476	4.551471429	3.294336725	3.874109485	5.357006839	4.873769884
Cxcl10	0.949303028	0.811244741	1.90005985	0.781460038	75.68863593	67.32068416	98.38406394	105.575542
Ccrl2	1.306919832	1.148744941	1.028377649	1.14015412	15.7863921	17.34844397	24.34181635	22.91473739
Shld1	1.595376836	1.409749342	1.064840851	1.942428007	0.922899164	0.943752057	1.575894956	1.085997556
Mtres1	5.861063266	5.38508073	8.165665591	6.193788422	4.79676525	5.185641257	6.551777069	7.682435447
Isg20	2.945867342	3.658944844	4.612227107	4.28111646	60.88923166	50.86575881	83.56250288	75.49966751
Tada3	7.208192123	6.497109128	8.552332858	5.820045393	3.765327974	3.990652283	5.184520769	5.853434714
Pop7	13.09564261	9.237114212	7.723534727	19.61637118	9.910465738	11.77329092	17.85148172	13.00279576
Rab27a	6.761754006	6.575713924	5.273368278	5.174715596	2.929742882	3.191758333	4.165384735	4.543981009
Fcf1	29.60921586	25.03284377	33.07515587	58.85554945	52.19693628	52.60323838	77.39126435	71.67034511
Gm33318	0.700913864	1.037995984	0.526206368	0.836698087	0.293183903	0.38715414	0.608603784	0.359020771
Sigmar1	39.81965796	38.64049919	43.85562047	35.05961088	12.28379475	13.37894936	18.50229126	17.98820283
Fcna	3.334108575	3.298721214	2.704052229	5.389593166	2.180343679	1.373945675	2.356657196	2.69353766
Gm15459	919.7764111	827.878106	1068.784685	982.5169443	831.6891732	762.6419225	1115.502544	1147.482072
Nfkbie	6.436707059	5.367713159	3.845540331	4.343184366	10.93987091	11.74838612	16.65990239	15.53636596
Glipr2	1.579677649	1.094037953	0.863704246	0.961337251	7.502112718	7.201311215	10.05193095	10.8040202
Alg3	21.48354271	21.74417327	34.48343459	21.82669299	17.83255528	18.46843143	25.26609492	26.22342683
Gpr19	1.888781911	1.509222309	1.572612182	2.309308212	0.239761512	0.263990487	0.285630961	0.428880742
Nufip1	15.3203962	15.60587959	17.72144053	15.17057432	15.15890133	15.23288799	19.74880599	23.31501239
Tuba1c	210.8114	195.2254024	295.4142951	265.058692	101.7111922	116.6565487	168.6362137	140.7462384
Rpusd1	9.467752587	9.033365217	8.767978876	7.914868711	4.236415815	4.570338642	6.310717123	6.161812739
Agtrap	5.055296059	5.29064852	4.50372693	4.22443156	3.539953388	3.364707331	5.17715041	4.59786655
Cmpk2	2.822263949	2.770435757	3.379366479	3.185165714	1.892922422	2.195557268	2.667358068	3.120491387
Clec11a	1.248739768	0.955332295	1.023316481	1.521256479	1.027843564	0.750133739	1.274034673	1.242753776
Gm6501	2.078914759	3.851891387	4.01050443	1.274480266	1.24421786	1.494165922	1.731785969	2.142586775
Gm12918	1.129871792	0.350842221	0.295370556	1.095864005	1.254390711	0.939943024	2.339926591	0.764118698
Cytip	1.816741361	1.976921005	1.838445202	2.10827075	0.043455906	0.055984619	0.063048352	0.077604171
Zfp429	2.048500343	2.262320921	2.685448764	3.463854477	2.066711029	2.355690163	2.997722527	3.257343011
Eef1akmt1	28.5504404	21.6479283	25.14881185	39.72431799	16.45340635	18.53912632	26.87061273	22.61930377
Mir697	0.988896963	0.383834265	0.191494061	1.278843132	2.240570563	2.597891777	3.750865289	3.086672848
Igtp	5.68623905	5.524593778	6.524056797	6.764602657	5.008447183	5.064946769	6.93943469	7.293574886
Ankrd13d	2.176243303	1.950169323	1.442432903	1.806170978	0.986154648	0.665079069	1.06366001	1.268895796
Sac3d1	10.09127518	7.756362411	9.032357852	12.45796743	4.595396759	5.269348451	8.074817014	5.85892271
Casp8	20.1073437	20.95030131	31.18301726	29.22911352	21.77992581	23.18695988	31.00037652	32.49856209
Ly6c2	0.819569411	0.631131865	1.30264883	0.604125029	0.326818018	0.40764567	0.572978896	0.463877112
Spsb2	9.491740816	6.695415396	3.436844849	8.459898267	5.980350405	6.082029908	9.281604387	7.744917667
Syn1	0.10346598	0.173320737	0.29104311	0.079225088	1.82111728	1.540264319	2.220821507	2.521287031
Limd2	34.22405128	33.95264477	38.15334481	35.80734896	41.94885622	45.93463245	64.56365333	59.37721249
Malsu1	5.755256397	4.829584225	3.918149985	7.422716022	6.711745689	6.78915412	10.08850683	8.947383159
Prr33	0.96470557	1.087275953	0.730632867	0.803982327	0.680014057	0.569444191	0.787114754	0.973981296
Psmc3ip	12.59918917	13.86159669	20.735078	16.29329155	12.50217012	11.12812865	16.21884054	17.07734483
Ccl6	1.06088352	0.862397544	1.302372976	1.126023159	3.446775589	3.023637273	4.200049692	4.91498436
Oma1	13.72509652	13.08736396	14.3014088	15.34373168	10.8214124	11.76940834	15.5070988	16.29405263
Zfp296	6.014778469	5.744072555	6.281324813	6.150234112	2.461804449	2.432733709	3.604734376	3.285009214
Sdhaf1	10.16571516	10.40627618	12.19678736	11.30126259	11.50165555	11.39125117	16.23555262	15.981624
Mrpl46	22.9926115	22.79650022	30.7413603	28.99934962	18.51371053	21.03486554	26.83636757	28.81003727
Irgm1	5.426593361	6.178476445	6.85103785	6.942703995	4.28194502	5.770087054	7.070684496	7.071249323
Ccl5	1.740355645	1.757774348	1.130612849	2.849588869	1675.109835	1561.156007	2690.570377	1861.48058
Gm7901	21.14848317	14.74937843	14.66458398	25.12712546	12.83555579	11.83077349	18.48375683	16.21024026
Taf7	1.88245811	2.221558021	4.032973943	2.907557528	1.227767528	1.715143572	2.010790945	2.128410391
Zbtb3	2.259067015	1.962458024	1.572754862	2.338882203	1.096806249	1.703480101	2.072783561	1.865421049
Pnp	3.137780032	2.915712877	3.803473401	5.718747453	7.631412932	7.377812485	11.33168085	9.769680765
Csk	51.36623324	51.0929593	48.32537348	44.69128127	16.54288932	19.63828681	26.99225843	23.85331916
Mesd	8.72713135	7.670538983	7.548476741	9.727853454	5.832390345	6.12510816	8.812441367	7.990472999
Nanp	2.112814692	2.00567161	2.59507912	1.943832966	0.678394976	0.581480033	1.066072546	0.70344426
Slc48a1	20.87749252	21.41323604	18.4600692	16.82252827	18.97434498	18.03052733	26.56670666	25.33648637
Slc50a1	31.99625817	30.65071084	36.16442402	39.47195997	28.38708146	28.51232497	40.99598535	38.79828925
Gm12669	1.958519093	1.81062751	1.696307149	2.365828108	1.403854024	1.948919473	1.977363989	2.723144975
Mtrfr	5.80906691	5.669649375	8.035285408	7.344501156	2.000474152	2.414782454	3.221801366	2.966701226
Mutyh	5.887445269	5.360552149	4.307223412	6.79091652	2.574368684	2.577778781	3.474863639	3.742597393
Lyrm7	0.611875916	0.753911302	0.95477801	0.845334303	0.373990419	0.436125726	0.586145119	0.547791049
Lcmt2	3.968379555	3.41364245	2.342744053	4.613522034	0.894266333	1.188093889	1.703721391	1.210764061
Arhgef40	4.129896127	4.196170781	2.476713168	2.71801971	1.470139373	1.428083058	1.937336757	2.118708732
Zbtb32	22.13417403	21.56094397	18.58808554	19.89334899	28.23182283	29.21406641	42.61555862	37.76368818
Mrpl41	49.01925868	36.51396346	55.7079512	55.5888123	35.20319876	34.03215474	48.71140618	48.1601298
Chst12	21.00729198	21.81642245	30.59348675	15.56525889	7.68579575	8.51189012	11.887988	10.75434979
Zfp213	1.357739086	1.173414407	1.056853296	1.154696316	0.303080406	0.398270329	0.541878543	0.438408671
Lif	0.107376781	0.153886657	0.076773711	0.048066863	114.6815011	119.987497	163.9475108	164.0298949
Irf3	12.98049368	11.45012629	11.24296012	15.83975586	7.970451143	8.889632097	11.76882478	11.79488061
Rwdd3	1.01795537	1.285838473	1.248662258	1.482694262	0.938636129	1.329350084	1.685423362	1.483512458
Ptges	0.251354078	0.354769227	0.127435376	0.195030897	3.429423802	3.305613334	4.850801048	4.555195908
Nudt14	12.15776222	7.917660018	6.957617534	17.41325832	6.001679562	5.442149472	9.294960894	6.666288408
Kctd21	2.035140615	2.003029924	1.470811259	1.239552983	0.746554687	0.83272874	1.08069435	1.121743212
Ccdc28b	4.070048039	3.531237349	2.534413494	4.575367444	5.866475805	5.450956537	8.483620467	7.297626583
Rnaseh2c	23.13970843	15.36903731	12.450687	34.20840131	8.857504551	9.714196492	15.03784227	10.85524947
Tnfrsf1b	9.37302339	9.179215157	5.581765978	6.891199289	101.829609	111.0694373	155.0096068	141.7529937
Prss16	3.384267191	3.090586155	2.909125763	4.590368136	1.525780525	1.534430939	2.39266289	1.872279805
Rpl23a-ps3	13.39694778	8.999327878	23.013658	26.73205694	23.2741661	22.15208502	32.67260136	30.63332266
Dnajc9	33.32247171	33.39524968	40.51634072	35.70612608	14.21290274	13.74619065	18.12193403	20.83825205
Nccrp1	1.431564535	1.411905053	2.344957967	1.183619019	0.61680327	0.585699311	0.918631253	0.756939368
Adora2b	2.375853987	2.071110057	2.172134254	2.92764969	14.15473875	14.15424686	20.25385936	19.18793323
Taf6l	3.878025374	3.635905844	2.712597149	2.920825968	1.200746938	1.015958475	1.567902063	1.52005974
Gypc	1.510567333	1.202548965	1.208852467	0.964275701	2.304971347	3.084245748	3.82359764	3.680569361
Yju2	4.338994938	3.666587919	4.544351888	4.387701496	8.222869856	9.878325642	12.77349757	12.43084066
Bpgm	4.641449083	3.844083762	4.258341166	5.264178828	1.828716892	1.955498434	2.839576468	2.427605299
Nsrp1	5.194389364	7.080620736	14.22782924	8.082963617	6.475792396	8.147690995	8.469883911	11.88055199
2810029C07Rik	0.555877852	0.549208709	0.215284931	0.498302156	0.885443794	0.730162269	1.012047816	1.235585638
Anapc10	4.286037951	4.936017129	8.272329633	5.111638052	3.409786781	3.219838992	4.009835513	5.212912758
Trim21	1.736516203	1.884997606	2.197438171	1.876600719	1.266921797	2.342385009	2.483448514	2.53649045
Mrpl22	35.91161009	29.9248566	30.46883275	40.33684379	39.10210553	33.69241126	48.17778082	53.06409803
Psd4	0.68286974	0.664995741	0.502960304	0.575091503	0.55809585	0.719444632	0.875549851	0.900796092
Armc6	5.468794227	4.63868377	4.172011004	6.089402497	7.327164868	7.402858892	10.80391787	9.6666439
Fam222b	9.172940226	11.62031659	13.12178757	6.305676842	4.870448287	5.481295251	7.642694329	6.732160249
Mecr	15.0229849	13.29935451	11.16055848	16.85126044	26.20777435	27.43861231	39.59108001	34.89370367
Tmem150a	0.359763441	0.576577914	0.79554154	0.574054342	0.504852075	0.863819528	0.897978473	1.002193843
Snora31	6.495024542	6.97298915	4.816812139	10.18647741	6.387349621	7.139761546	9.560667094	9.20197854
Smad6	1.025768472	1.005154754	0.781510862	0.973147751	0.269241313	0.299417272	0.47964263	0.309095321
Gm9755	1.205613198	1.131310924	1.293008568	1.6062166	1.164678101	1.032536387	1.543718953	1.502489352
Zfpl1	14.2330137	12.92121857	17.40173181	10.57006241	7.313172803	8.378639545	11.6735217	10.07896268
Pdlim7	4.197628661	4.22492104	5.397928885	3.614927428	5.060051453	4.885936697	7.116201343	6.668659046
Scnm1	10.46365656	11.64634123	20.38115954	13.19896064	9.844090794	9.598866797	13.43048859	13.50278779
Ppan	30.02535523	31.85214075	41.27132219	30.80138717	12.71939751	12.84779895	17.97526311	17.43577001
Eva1b	0.57354666	0.330337282	0.386932386	0.26916948	4.074561793	4.49592239	6.863195014	5.004938122
Gemin6	13.71275072	11.89509914	12.55586862	22.31717836	11.08235154	12.17332225	15.27726382	16.92446355
Ribc1	2.752227456	2.001297468	3.265177976	2.162542749	1.378716099	1.210129076	1.892259409	1.691540173
Chpf	4.165112962	4.104949526	3.756680421	3.773142753	6.215336545	7.00908267	10.16173218	8.129065667
Cd86	0.019628475	0.068568044	0.074118297	0.028556522	1.316393857	1.117245637	1.599194376	1.766529785
Vps28	27.75056336	23.11618539	32.66818858	38.68271514	29.3335161	27.58506035	42.14787416	36.53121079
